,2016,0.00
26093,2016,23.88
26095,2016,25.97
26097,2016,22.16
26099,2016,16.00
26101,2016,26.22
26103,2016,27.27
26105,2016,30.83
26107,2016,31.12
26109,2016,24.79
26111,2016,33.55
26113,2016,28.51
26115,2016,23.16
26117,2016,33.45
26119,2016,19.66
26121,2016,34.07
26123,2016,40.85
26125,2016,17.56
26127,2016,37.66
26129,2016,21.94
26131,2016,19.14
26133,2016,30.17
26135,2016,24.70
26137,2016,24.19
26139,2016,39.93
26141,2016,24.18
26143,2016,16.56
26145,2016,28.22
26147,2016,19.39
26149,2016,33.82
26151,2016,21.66
26153,2016,19.50
26155,2016,27.49
26157,2016,30.16
26159,2016,27.50
26161,2016,23.11
26163,2016,18.27
26165,2016,26.13
27,2016,29.10
28,2016,36.29
28001,2016,33.51
28003,2016,34.61
28005,2016,37.28
28007,2016,35.11
28009,2016,35.58
28011,2016,22.95
28013,2016,33.90
28015,2016,31.39
28017,2016,34.93
28019,2016,38.47
28021,2016,26.46
28023,2016,36.99
28025,2016,37.60
28027,2016,25.15
28029,2016,34.68
28031,2016,35.29
28033,2016,46.88
28035,2016,37.38
28037,2016,40.16
28039,2016,41.38
28041,2016,38.16
28043,2016,30.08
28045,2016,27.41
28047,2016,31.60
28049,2016,32.91
28051,2016,27.45
28053,2016,15.92
28055,2016,15.29
28057,2016,41.98
28059,2016,34.77
28061,2016,35.39
28063,2016,35.42
28065,2016,31.24
28067,2016,38.61
28069,2016,34.94
28071,2016,33.05
28073,2016,37.88
28075,2016,35.85
28077,2016,32.64
28079,2016,36.52
28081,2016,43.54
28083,2016,25.57
28085,2016,36.16
28087,2016,39.89
28089,2016,30.14
28091,2016,37.98
28093,2016,44.43
28095,2016,34.05
28097,2016,35.88
28099,2016,33.19
28101,2016,38.87
28103,2016,47.45
28105,2016,39.12
28107,2016,33.66
28109,2016,38.01
28111,2016,38.56
28113,2016,32.42
28115,2016,44.86
28117,2016,40.13
28119,2016,32.16
28121,2016,35.09
28123,2016,34.80
28125,2016,26.38
28127,2016,32.53
28129,2016,35.46
28131,2016,44.43
28133,2016,20.49
28135,2016,25.71
28137,2016,45.27
28139,2016,38.84
28141,2016,34.34
28143,2016,31.79
28145,2016,42.25
28147,2016,29.41
28149,2016,30.20
28151,2016,25.33
28153,2016,38.93
28155,2016,37.10
28157,2016,33.68
28159,2016,36.71
28161,2016,32.43
28163,2016,30.45
29,2016,40.65
29001,2016,33.53
29003,2016,36.92
29005,2016,29.15
29007,2016,40.76
29009,2016,45.36
29011,2016,53.94
29013,2016,38.07
29015,2016,31.96
29017,2016,41.58
29019,2016,43.87
29021,2016,34.44
29023,2016,36.98
29025,2016,39.25
29027,2016,43.22
29029,2016,29.97
29031,2016,46.61
29033,2016,33.55
29035,2016,34.71
